0.30574196,1.071741315,C1
0.447563041,0.990091979,C1
0.540364875,1.031120623,C1
0.620142715,0.911061755,C1
0.396911414,1.184485724,C1
0.552140252,1.035007839,C1
0.36500728,0.773239935,C1
0.387508434,0.657034172,C1
0.508323139,1.167408957,C1
0.430521947,1.072181984,C1
0.330957358,0.801161869,C1
0.466923446,0.959247611,C1
0.489842361,1.070455161,C1
0.291431585,0.827022985,C1
0.666715886,1.052524432,C1
0.21551413,0.893283014,C1
0.408829769,0.901509076,C1
0.146939994,0.907172879,C1
0.771416599,1.16063482,C1
0.773228203,1.105999648,C1
1.000247973,0.794240126,C2
1.031180338,0.929594954,C2
0.879812136,0.933093249,C2
0.981848801,0.619788047,C2
1.044196384,0.892707013,C2
0.708633776,0.741430645,C2
0.953654839,0.754268432,C2
0.867233031,0.713109967,C2
0.819035168,0.659551483,C2
0.982582057,0.782073554,C2
0.918220097,0.713706996,C2
1.139651498,0.690951686,C2
0.956870233,0.852678238,C2
1.089176566,0.628699362,C2
0.949832262,0.626830932,C2
0.773630425,0.938570844,C2
1.137032063,0.739059301,C2
1.094582176,0.655864065,C2
1.019598526,0.854784751,C2
1.053484083,0.841869504,C2
